id,first_name,last_name,age,city_id
834,Marina,Monteiro,None,55
835,João Guilherme,Mendonça,None,285
836,Ravi Lucca,Montenegro,None,41
837,Caio,Rocha,None,370
838,Carlos Eduardo,Cardoso,None,160
839,Luna,Marques,None,499
840,Matheus,Moreira,None,357
841,Thomas,Costa,None,453
842,Alexia,Rezende,None,478
843,Cauê,Sá,None,236
844,Fernando,Costa,None,86
845,Mariah,Viana,None,480
846,Antônio,Martins,None,511
847,Alana,Siqueira,None,54
848,Maria Vitória,Viana,None,159
849,Yan,Ramos,None,512
850,Oliver,Martins,None,308
851,Arthur,Sá,None,36
852,Lucas,Rezende,None,448
853,Rael,Moraes,None,304
854,Thomas,Farias,None,89
855,Raul,Melo,None,496
856,Daniel,Viana,None,297
857,Ayla,Rocha,None,372
858,Davi Miguel,Campos,None,125
859,Brenda,Marques,None,34
860,Samuel,Santos,None,241
861,Nicole,Costela,None,447
862,Ana Vitória,Nogueira,None,292
863,Giovanna,Silveira,None,31
864,Pedro Lucas,Sá,None,196
865,Mirella,da Mota,None,425
866,Bianca,da Cunha,None,115
867,Luiza,Rocha,None,178
868,Bento,Oliveira,None,184
869,Zoe,Leão,None,492
870,Marina,Fogaça,None,504
871,Mirella,Silva,None,41
872,Eduardo,Sá,None,501
873,Vitor,Azevedo,None,348
874,Eduarda,Correia,None,178
875,Heloisa,da Mota,None,390
876,Luiz Henrique,Cirino,None,183
877,Sara,das Neves,None,290
878,Rodrigo,da Paz,None,305
879,Lorena,Lopes,None,70
880,Maria Luiza,Lima,None,345
881,Luiz Otávio,Vasconcelos,None,421
882,Nina,Carvalho,None,31
883,Emanuel,Ferreira,None,452
884,Manuela,Fonseca,None,406
885,Isabella,Dias,None,327
886,Maria,Sousa,None,224
887,Maysa,Correia,None,300
888,Theo,Andrade,None,478
889,Ana Sophia,Oliveira,None,488
890,Liam,da Mata,None,26
891,Luiz Otávio,Cardoso,None,120
892,José Miguel,Santos,None,66
893,Lucca,Brito,None,295
894,Pietra,Sales,None,429
895,Vitória,Barbosa,None,76
896,Arthur,Montenegro,None,136
897,Samuel,Jesus,None,433
898,Josué,Leão,None,79
899,Raquel,Marques,None,291
900,Oliver,Nunes,None,227
901,Danilo,Câmara,None,224
902,Ryan,Lopes,None,476
903,Clarice,Dias,None,472
904,Cecilia,Silva,None,400
905,Alícia,Pastor,None,92
906,Lucas,Abreu,None,270
907,Ana Luiza,Mendonça,None,138
908,Gael,Carvalho,None,452
909,Anna Liz,Dias,None,450
910,Yan,Duarte,None,67
911,Mirella,Mendes,None,324
912,Joana,Barbosa,None,118
913,Davi Lucca,Vieira,None,257
914,Ian,Rodrigues,None,328
915,Letícia,Duarte,None,491
916,Sarah,Macedo,None,432
917,João Gabriel,da Luz,None,352
918,Asafe,Vieira,None,193
919,Ravy,da Luz,None,403
920,Emilly,da Mata,None,338
921,Ian,da Cunha,None,420
922,Marcos Vinicius,Marques,None,445
923,Juan,Rezende,None,419
924,Calebe,Abreu,None,386
925,Manuela,Barbosa,None,8
926,Rhavi,Abreu,None,249
927,Vicente,Siqueira,None,269
928,Alexandre,Fogaça,None,48
929,Brenda,da Rocha,None,331
930,João,Guerra,None,187
931,Isis,Moreira,None,46
932,Hadassa,da Rosa,None,231
933,Josué,Fogaça,None,226
934,Beatriz,Caldeira,None,436
935,Alexia,da Mota,None,393
936,Dom,Fogaça,None,136
937,Esther,Vasconcelos,None,196
938,Jade,Silveira,None,360
939,Milena,Casa Grande,None,67
940,Valentim,Sousa,None,357
941,Maysa,Casa Grande,None,452
942,Vitor,Câmara,None,316
943,Vitória,Azevedo,None,286
944,Kamilly,Cirino,None,169
945,Rodrigo,Pereira,None,384
946,Théo,Correia,None,439
947,Arthur Miguel,Carvalho,None,168
948,Renan,Câmara,None,43
949,Clarice,Pimenta,None,140
950,Antony,Pinto,None,411
951,Luana,Marques,None,68
952,Juliana,Nunes,None,394
953,Clara,Mendonça,None,72
954,Ana,Cassiano,None,353
955,Agatha,Azevedo,None,8
956,Lunna,Brito,None,423
957,Nicolas,Costa,None,167
958,Gabriela,Pastor,None,327
959,Daniel,Ferreira,None,118
960,Matheus,Correia,None,335
961,Ana Sophia,Moura,None,155
962,Luiz Gustavo,da Conceição,None,499
963,Otto,Sampaio,None,499
964,Kaique,Gomes,None,208
965,Enzo,das Neves,None,175
966,Milena,Fernandes,None,30
967,Mariah,Rios,None,99
968,Aurora,Casa Grande,None,455
969,Pedro Lucas,Costela,None,18
970,Kaique,Casa Grande,None,512
971,Maria Eduarda,Dias,None,432
972,Lucas Gabriel,da Cunha,None,402
973,Arthur Miguel,Rodrigues,None,424
974,Rhavi,Albuquerque,None,305
975,Caroline,da Mata,None,305
976,Benjamim,Lima,None,296
977,Ana Liz,Rezende,None,428
978,Benjamin,Mendonça,None,478
979,Lucca,Cirino,None,28
980,Stephany,Cunha,None,340
981,Ana Cecília,Nunes,None,299
982,Arthur Gabriel,Macedo,None,352
983,Raul,Camargo,None,179
984,Maya,Souza,None,292
985,Luiz Felipe,da Rocha,None,290
986,João Miguel,Sales,None,203
987,Bárbara,Casa Grande,None,268
988,Breno,Ferreira,None,64
989,Amanda,Souza,None,168
990,Isaque,Nogueira,None,145
991,Asafe,Araújo,None,259
992,Maria Cecília,Peixoto,None,301
993,Otávio,Mendonça,None,440
994,Bianca,Macedo,None,164
995,André,Azevedo,None,192
996,Amanda,da Mata,None,170
997,Emanuel,Ramos,None,401
998,Oliver,Peixoto,None,189
999,Mariah,Cavalcante,None,119
1000,André,Moreira,None,181
